db_id,query,question
tracking_share_transactions,"SELECT transaction_type_code ,  max(share_count) ,  min(share_count) FROM TRANSACTIONS GROUP BY transaction_type_code",Show the maximum and minimum share count of different transaction types.
tracking_share_transactions,"SELECT investor_id ,  avg(share_count) FROM TRANSACTIONS GROUP BY investor_id",Show the average share count of transactions for different investors.
tracking_share_transactions,"SELECT investor_id ,  avg(share_count) FROM TRANSACTIONS GROUP BY investor_id ORDER BY avg(share_count)","Show the average share count of transactions each each investor, ordered by average share count."
tracking_share_transactions,"SELECT investor_id ,  avg(amount_of_transaction) FROM TRANSACTIONS GROUP BY investor_id",Show the average amount of transactions for different investors.
tracking_share_transactions,"SELECT T2.lot_id ,  avg(amount_of_transaction) FROM TRANSACTIONS AS T1 JOIN Transactions_Lots AS T2 ON T1.transaction_id  =  T2.transaction_id GROUP BY T2.lot_id",Show the average amount of transactions for different lots.
tracking_share_transactions,"SELECT T2.lot_id ,  avg(amount_of_transaction) FROM TRANSACTIONS AS T1 JOIN Transactions_Lots AS T2 ON T1.transaction_id  =  T2.transaction_id GROUP BY T2.lot_id ORDER BY avg(amount_of_transaction)","Show the average amount of transactions for different lots, ordered by average amount of transactions."
tracking_share_transactions,"SELECT investor_id ,  COUNT(*) FROM TRANSACTIONS WHERE transaction_type_code  =  ""SALE"" GROUP BY investor_id","Show the number of transactions with transaction type code ""SALE"" for different investors if it is larger than 0."
tracking_share_transactions,"SELECT investor_id ,  COUNT(*) FROM TRANSACTIONS GROUP BY investor_id",Show the number of transactions for different investors.
tracking_share_transactions,SELECT transaction_type_code FROM TRANSACTIONS GROUP BY transaction_type_code ORDER BY COUNT(*) ASC LIMIT 1,Show the transaction type code that occurs the fewest times.
tracking_share_transactions,SELECT transaction_type_code FROM TRANSACTIONS GROUP BY transaction_type_code ORDER BY COUNT(*) DESC LIMIT 1,Show the transaction type code that occurs the most frequently.
tracking_share_transactions,SELECT T1.transaction_type_description FROM Ref_Transaction_Types AS T1 JOIN TRANSACTIONS AS T2 ON T1.transaction_type_code  =  T2.transaction_type_code GROUP BY T1.transaction_type_code ORDER BY COUNT(*) DESC LIMIT 1,Show the description of the transaction type that occurs most frequently.
tracking_share_transactions,"SELECT T2.investor_id ,  T1.Investor_details FROM INVESTORS AS T1 JOIN TRANSACTIONS AS T2 ON T1.investor_id  =  T2.investor_id GROUP BY T2.investor_id ORDER BY COUNT(*) DESC LIMIT 1",Show the id and details of the investor that has the largest number of transactions.
tracking_share_transactions,"SELECT T2.investor_id ,  T1.Investor_details FROM INVESTORS AS T1 JOIN TRANSACTIONS AS T2 ON T1.investor_id  =  T2.investor_id GROUP BY T2.investor_id ORDER BY COUNT(*) DESC LIMIT 3",Show the id and details for the investors who have the top 3 number of transactions.
tracking_share_transactions,SELECT T2.investor_id FROM INVESTORS AS T1 JOIN TRANSACTIONS AS T2 ON T1.investor_id  =  T2.investor_id GROUP BY T2.investor_id HAVING COUNT(*)  >=  2,Show the ids of the investors who have at least two transactions.
tracking_share_transactions,"SELECT T2.investor_id ,  T1.Investor_details FROM INVESTORS AS T1 JOIN TRANSACTIONS AS T2 ON T1.investor_id  =  T2.investor_id WHERE T2.transaction_type_code  =  ""SALE"" GROUP BY T2.investor_id HAVING COUNT(*)  >=  2","Show the ids and details of the investors who have at least two transactions with type code ""SALE""."
tracking_share_transactions,SELECT date_of_transaction FROM TRANSACTIONS WHERE share_count  >=  100 OR amount_of_transaction  >=  100,What are the dates of transactions with at least 100 share count or amount bigger than 100?
tracking_share_transactions,SELECT sales_details FROM sales UNION SELECT purchase_details FROM purchases,What are the details of all sales and purchases?
tracking_share_transactions,SELECT lot_details FROM Lots EXCEPT SELECT T1.lot_details FROM Lots AS T1 JOIN transactions_lots AS T2 ON T1.lot_id  =  T2.lot_id,What are the details of the lots which are not used in any transactions?
cre_Theme_park,SELECT count(*) FROM HOTELS,How many available hotels are there in total?
cre_Theme_park,SELECT count(*) FROM HOTELS,Find the total number of available hotels.
cre_Theme_park,SELECT price_range FROM HOTELS,What are the price ranges of hotels?
cre_Theme_park,SELECT price_range FROM HOTELS,Tell me the price ranges for all the hotels.
cre_Theme_park,SELECT DISTINCT Location_Name FROM LOCATIONS,Show all distinct location names.
cre_Theme_park,SELECT DISTINCT Location_Name FROM LOCATIONS,What are the distinct location names?
cre_Theme_park,"SELECT Name ,  Other_Details FROM Staff",Show the names and details of all the staff members.
cre_Theme_park,"SELECT Name ,  Other_Details FROM Staff",What is the name and detail of each staff member?
cre_Theme_park,SELECT Tourist_Details FROM VISITORS,Show details of all visitors.
cre_Theme_park,SELECT Tourist_Details FROM VISITORS,What is the detail of each visitor?
cre_Theme_park,"SELECT price_range FROM HOTELS WHERE star_rating_code  =  ""5""",Show the price ranges of hotels with 5 star ratings.
cre_Theme_park,"SELECT price_range FROM HOTELS WHERE star_rating_code  =  ""5""",What are the price ranges of five star hotels?
cre_Theme_park,"SELECT avg(price_range) FROM HOTELS WHERE star_rating_code  =  ""5"" AND pets_allowed_yn  =  1",Show the average price range of hotels that have 5 star ratings and allow pets.
cre_Theme_park,"SELECT avg(price_range) FROM HOTELS WHERE star_rating_code  =  ""5"" AND pets_allowed_yn  =  1",What is the average price range of five star hotels that allow pets?
cre_Theme_park,"SELECT Address FROM LOCATIONS WHERE Location_Name  =  ""UK Gallery""","What is the address of the location ""UK Gallery""?"
cre_Theme_park,"SELECT Address FROM LOCATIONS WHERE Location_Name  =  ""UK Gallery""","Find the address of the location named ""UK Gallery""."
cre_Theme_park,"SELECT Other_Details FROM LOCATIONS WHERE Location_Name  =  ""UK Gallery""",What is the detail of the location UK Gallery?
cre_Theme_park,"SELECT Other_Details FROM LOCATIONS WHERE Location_Name  =  ""UK Gallery""","Return the detail of the location named ""UK Gallery""."
cre_Theme_park,"SELECT Location_Name FROM LOCATIONS WHERE Location_Name LIKE ""%film%""","Which location names contain the word ""film""?"
cre_Theme_park,"SELECT Location_Name FROM LOCATIONS WHERE Location_Name LIKE ""%film%""","Find all the locations whose names contain the word ""film""."
cre_Theme_park,SELECT count(DISTINCT Name) FROM PHOTOS,How many distinct names are associated with all the photos?
cre_Theme_park,SELECT count(DISTINCT Name) FROM PHOTOS,Count the number of distinct names associated with the photos.
cre_Theme_park,SELECT DISTINCT Visit_Date FROM VISITS,What are the distinct visit dates?
cre_Theme_park,SELECT DISTINCT Visit_Date FROM VISITS,Find all the distinct visit dates.
cre_Theme_park,"SELECT Name FROM TOURIST_ATTRACTIONS WHERE How_to_Get_There  =  ""bus""",What are the names of the tourist attractions that can be accessed by bus?
cre_Theme_park,"SELECT Name FROM TOURIST_ATTRACTIONS WHERE How_to_Get_There  =  ""bus""",Which tourist attractions can we get to by bus? Tell me the names of the attractions.
cre_Theme_park,"SELECT Name ,  Opening_Hours FROM TOURIST_ATTRACTIONS WHERE How_to_Get_There  =  ""bus"" OR How_to_Get_There  =  ""walk""",What are the names and opening hours of the tourist attractions that can be accessed by bus or walk?
cre_Theme_park,"SELECT Name ,  Opening_Hours FROM TOURIST_ATTRACTIONS WHERE How_to_Get_There  =  ""bus"" OR How_to_Get_There  =  ""walk""",Find the names and opening hours of the tourist attractions that we get to by bus or walk.
cre_Theme_park,SELECT T2.star_rating_description FROM HOTELS AS T1 JOIN Ref_Hotel_Star_Ratings AS T2 ON T1.star_rating_code  =  T2.star_rating_code WHERE T1.price_range  >  10000,What are the star rating descriptions of the hotels with price above 10000?
cre_Theme_park,SELECT T2.star_rating_description FROM HOTELS AS T1 JOIN Ref_Hotel_Star_Ratings AS T2 ON T1.star_rating_code  =  T2.star_rating_code WHERE T1.price_range  >  10000,Give me the star rating descriptions of the hotels that cost more than 10000.
cre_Theme_park,"SELECT T1.Museum_Details ,  T2.Opening_Hours FROM MUSEUMS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Museum_ID  =  T2.Tourist_Attraction_ID",What are the details and opening hours of the museums?
cre_Theme_park,"SELECT T1.Museum_Details ,  T2.Opening_Hours FROM MUSEUMS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Museum_ID  =  T2.Tourist_Attraction_ID",Give me the detail and opening hour for each museum.
cre_Theme_park,"SELECT T2.Name FROM PHOTOS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T1.Name  =  ""game1""","What is the name of the tourist attraction that is associated with the photo ""game1""?"
cre_Theme_park,"SELECT T2.Name FROM PHOTOS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T1.Name  =  ""game1""","Which tourist attraction is associated with the photo ""game1""? Return its name."
cre_Theme_park,"SELECT T1.Name ,  T1.Description FROM PHOTOS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T2.Name  =  ""film festival""","What are the names and descriptions of the photos taken at the tourist attraction ""film festival""?"
cre_Theme_park,"SELECT T1.Name ,  T1.Description FROM PHOTOS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T2.Name  =  ""film festival""","Find the names and descriptions of the photos taken at the tourist attraction called ""film festival""."
cre_Theme_park,"SELECT T1.Royal_Family_Details ,  T2.How_to_Get_There FROM ROYAL_FAMILY AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Royal_Family_ID  =  T2.Tourist_Attraction_ID",What are the details and ways to get to tourist attractions related to royal family?
cre_Theme_park,"SELECT T1.Royal_Family_Details ,  T2.How_to_Get_There FROM ROYAL_FAMILY AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Royal_Family_ID  =  T2.Tourist_Attraction_ID",Which tourist attractions are related to royal family? Tell me their details and how we can get there.
cre_Theme_park,"SELECT T1.Shop_Details FROM SHOPS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Shop_ID  =  T2.Tourist_Attraction_ID WHERE T2.How_to_Get_There  =  ""walk""",What are the details of the shops that can be accessed by walk?
cre_Theme_park,"SELECT T1.Shop_Details FROM SHOPS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Shop_ID  =  T2.Tourist_Attraction_ID WHERE T2.How_to_Get_There  =  ""walk""",Find the details of the shops that can be reached by walk.
cre_Theme_park,"SELECT T1.Name FROM STAFF AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T2.Name  =  ""US museum""","What is the name of the staff that is in charge of the attraction named ""US museum""?"
cre_Theme_park,"SELECT T1.Name FROM STAFF AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T2.Name  =  ""US museum""","Tell me the name of the staff in charge of the attraction called ""US museum""."
cre_Theme_park,"SELECT T1.Market_Details FROM Street_Markets AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Market_ID  =  T2.Tourist_Attraction_ID WHERE T2.How_to_Get_There  =  ""walk"" OR  T2.How_to_Get_There  =  ""bus""",What are the details of the markets that can be accessed by walk or bus?
cre_Theme_park,"SELECT T1.Market_Details FROM Street_Markets AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Market_ID  =  T2.Tourist_Attraction_ID WHERE T2.How_to_Get_There  =  ""walk"" OR  T2.How_to_Get_There  =  ""bus""",Find the details of all the markets that are accessible by walk or bus.
cre_Theme_park,"SELECT T2.Visit_Date ,  T2.Visit_Details FROM VISITORS AS T1 JOIN VISITS AS T2 ON T1.Tourist_ID  =  T2.Tourist_ID WHERE T1.Tourist_Details  =  ""Vincent""",What are the visit date and details of the visitor whose detail is 'Vincent'?
cre_Theme_park,"SELECT T2.Visit_Date ,  T2.Visit_Details FROM VISITORS AS T1 JOIN VISITS AS T2 ON T1.Tourist_ID  =  T2.Tourist_ID WHERE T1.Tourist_Details  =  ""Vincent""",Find the visit date and details of the tourist whose detail is 'Vincent'
cre_Theme_park,"SELECT T1.Name FROM Tourist_Attractions AS T1 JOIN VISITS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID JOIN VISITORS AS T3 ON T2.Tourist_ID  =  T3.Tourist_ID WHERE T3.Tourist_Details  =  ""Vincent""",Which tourist attractions does the visitor with detail 'Vincent' visit?
cre_Theme_park,"SELECT T1.Name FROM Tourist_Attractions AS T1 JOIN VISITS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID JOIN VISITORS AS T3 ON T2.Tourist_ID  =  T3.Tourist_ID WHERE T3.Tourist_Details  =  ""Vincent""",Show the tourist attractions visited by the tourist whose detail is 'Vincent'.
cre_Theme_park,"SELECT T1.Name ,  T3.Visit_Date FROM Tourist_Attractions AS T1 JOIN VISITORS AS T2 JOIN VISITS AS T3 ON T1.Tourist_Attraction_ID  =  T3.Tourist_Attraction_ID AND T2.Tourist_ID  =  T3.Tourist_ID WHERE T2.Tourist_Details  =  ""Vincent"" OR T2.Tourist_Details  =  ""Vivian""",What are the names of the tourist attractions and the dates when the tourists named Vincent or Vivian visited there?
cre_Theme_park,"SELECT T1.Name ,  T3.Visit_Date FROM Tourist_Attractions AS T1 JOIN VISITORS AS T2 JOIN VISITS AS T3 ON T1.Tourist_Attraction_ID  =  T3.Tourist_Attraction_ID AND T2.Tourist_ID  =  T3.Tourist_ID WHERE T2.Tourist_Details  =  ""Vincent"" OR T2.Tourist_Details  =  ""Vivian""","For each tourist attraction, return its name and the date when the tourists named Vincent or Vivian visited there."
